model,label,instance,ai_n_files,ai_n_test,ai_n_config_doc,ai_n_source,ai_second_file,ai_second_cat,gold_n_files,gold_n_test,gold_n_config_doc,gold_n_source,gold_second_file,gold_second_cat
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-00bec1e7c8f3272c469a58e1377df03f955ed478-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,2,0,0,2,openlibrary/plugins/importapi/import_validator.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,2,0,0,2,repro.py,source,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-123e6e5e1c85b9c07d1e98f70bfc480bc8016890-v2733ff199fb72f0d033a30dc62cb0a4742e3a7f4,2,0,0,2,scripts/affiliate_server.py,source,2,0,0,2,scripts/affiliate_server.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,0,0,2,openlibrary/catalog/add_book/match.py,source,3,0,0,3,openlibrary/catalog/add_book/match.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,1,0,0,1,,none,4,0,0,4,openlibrary/catalog/add_book/match.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26,2,0,0,2,repro_languages.py,source,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-2fe532a33635aab7a9bfea5d977f6a72b280a30c-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,0,0,2,reproduce.py,source,2,0,0,2,scripts/affiliate_server.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-3aeec6afed9198d734b7ee1293f03ca94ff970e1-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,2,0,1,1,openlibrary/templates/authors/infobox.html,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,1,0,0,1,,none,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-3f580a5f244c299d936d73d9e327ba873b6401d9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,3,0,0,3,openlibrary/core/edits.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-431442c92887a3aece3f8aa771dd029738a80eb1-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,1,0,0,1,,none,2,0,0,2,openlibrary/solr/query_utils.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,2,0,0,2,repro.py,source,3,0,2,1,openlibrary/i18n/messages.pot,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866,3,0,0,3,openlibrary/core/db.py,source,6,0,0,6,openlibrary/core/bookshelves.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-58999808a17a26b387f8237860a7a524d1e2d262-v08d8e8889ec945ab821fb156c04c7d2e2810debb,1,0,0,1,,none,2,0,0,2,openlibrary/plugins/upstream/checkins.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,4,1,0,3,openlibrary/plugins/importapi/tests/test_code.py,test,2,0,0,2,openlibrary/plugins/upstream/utils.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-60725705782832a2cb22e17c49697948a42a9d03-v298a7a812ceed28c4c18355a091f1b268fe56d86,1,0,0,1,,none,4,0,2,2,openlibrary/plugins/upstream/models.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-62d2243131a9c7e6aee00d1e9c5660fd5b594e89-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,0,0,2,openlibrary/solr/updater/author.py,source,2,0,0,2,openlibrary/solr/updater/author.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,2,0,0,2,scripts/solr_builder/solr_builder/fn_to_cli.py,source,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-72321288ea790a3ace9e36f1c05b68c93f7eec43-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,3,0,0,3,openlibrary/solr/query_utils.py,source,4,0,0,4,openlibrary/solr/query_utils.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-7cbfb812ef0e1f9716e2d6e85d538a96fcb79d13-vfa6ff903cb27f336e17654595dd900fa943dcd91,1,0,0,1,,none,5,0,1,4,openlibrary/core/observations.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-89e4b4431fe7506c365a6f6eb6f6d048d04c044c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,2,0,0,2,reproduce_make_work_error.py,source,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-8a5a63af6e0be406aa6c8c9b6d5f28b2f1b6af5a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,0,0,2,scripts/monitoring/utils.py,source,5,0,2,3,scripts/monitoring/haproxy_monitor.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-91efee627df01e32007abf2d6ebf73f9d9053076-vbee42ad1b72fb23c6a1c874868a720b370983ed2,4,0,2,2,openlibrary/templates/account/mybooks.html,config_doc,2,0,1,1,openlibrary/utils/dateutil.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-92db3454aeaa02f89b4cdbc3103f7e95c9759f92-v2c55207218fb8a0138425cbf7d9675272e240b90,3,0,1,2,openlibrary/core/bookshelves.py,source,11,0,5,6,openlibrary/core/bookshelves.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-9c392b60e2c6fa1d68cb68084b4b4ff04d0cb35c-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,2,0,0,2,scripts/reproduce_issue.py,source,3,0,0,3,openlibrary/catalog/marc/marc_binary.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3,2,0,0,2,openlibrary/solr/query_utils.py,source,2,0,0,2,openlibrary/solr/query_utils.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-b112069e31e0553b2d374abb5f9c5e05e8f3dbbe-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,3,0,0,3,openlibrary/core/stats.py,source,5,0,0,5,openlibrary/core/stats.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-ba3abfb6af6e722185d3715929ab0f3e5a134eed-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,4,0,0,4,openlibrary/catalog/utils/__init__.py,source,3,0,0,3,openlibrary/catalog/utils/__init__.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-bdba0af0f6cbaca8b5fc3be2a3080f38156d9c92-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,4,0,2,2,openlibrary/templates/account/mybooks.html,config_doc,2,0,1,1,openlibrary/utils/dateutil.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-c12943be1db80cf1114bc267ddf4f9933aca9b28-v2c55207218fb8a0138425cbf7d9675272e240b90,2,0,0,2,openlibrary/utils/lccn.py,source,3,0,0,3,openlibrary/plugins/upstream/models.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-c4eebe6677acc4629cb541a98d5e91311444f5d4-v13642507b4fc1f8d234172bf8129942da2c2ca26,1,0,0,1,,none,2,0,0,2,openlibrary/core/models.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-c506c1b0b678892af5cb22c1c1dbc35d96787a0a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1,0,0,1,,none,14,0,4,10,conf/solr/conf/managed-schema.xml,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-d8162c226a9d576f094dc1830c4c1ffd0be2dd17-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,2,0,0,2,repro_asin.py,source,3,0,0,3,openlibrary/catalog/utils/__init__.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-de6ae10512f1b5ef585c8341b451bc49c9fd4996-vfa6ff903cb27f336e17654595dd900fa943dcd91,2,0,0,2,scripts/partner_batch_imports.py,source,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-e010b2a13697de70170033902ba2e27a1e1acbe9-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,0,0,2,openlibrary/plugins/worksearch/schemes/works.py,source,7,0,4,3,openlibrary/i18n/messages.pot,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,2,0,0,2,openlibrary/catalog/marc/marc_subject.py,source,2,0,0,2,openlibrary/catalog/marc/marc_subject.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-0833b5f6f140d04200ec91605f88704dd18e2970-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,1,0,0,1,,none,3,0,0,3,qutebrowser/browser/webkit/network/networkreply.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-0b621cb0ce2b54d3f93d8d41d8ff4257888a87e5-v2ef375ac784985212b1805e1d0431dc8f1b3c171,2,0,0,2,scripts/repro_start_error.py,source,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-0d2afd58f3d0e34af21cee7d8a3fc9d855594e9f-vnan,5,0,0,5,qutebrowser/browser/eventfilter.py,source,4,0,0,4,qutebrowser/browser/eventfilter.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-1943fa072ec3df5a87e18a23b0916f134c131016-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,6,0,0,6,qutebrowser/browser/commands.py,source,5,0,0,5,qutebrowser/browser/commands.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-1a9e74bfaf9a9db2a510dc14572d33ded6040a57-v2ef375ac784985212b1805e1d0431dc8f1b3c171,2,0,1,1,qutebrowser/config/qtargs.py,source,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,2,0,1,1,qutebrowser/components/readlinecommands.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,2,0,1,1,qutebrowser/config/qtargs.py,source,3,0,2,1,qutebrowser/config/configdata.yml,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,2,0,0,2,reproduce.py,source,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566,1,0,0,1,,none,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563-v2ef375ac784985212b1805e1d0431dc8f1b3c171,2,0,1,1,qutebrowser/config/configtypes.py,source,4,0,2,2,qutebrowser/config/configdata.yml,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-54bcdc1eefa86cc20790973d6997b60c3bba884c-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,3,0,1,2,qutebrowser/config/configdata.yml,config_doc,4,0,2,2,qutebrowser/config/configdata.yml,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-5fdc83e5da6222fe61163395baaad7ae57fa2cb4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,3,0,0,3,qutebrowser/config/configutils.py,source,3,0,0,3,qutebrowser/config/configtypes.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566,1,0,0,1,,none,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-85b867fe8d4378c8e371f055c70452f546055854-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,3,0,1,2,qutebrowser/components/misccommands.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,3,0,2,1,misc/org.qutebrowser.qutebrowser.desktop,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b367,2,0,0,2,reproduce_parse_duration.py,source,2,0,0,2,qutebrowser/utils/utils.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-99029144b5109bb1b2a53964a7c129e009980cd9-va0fd88aac89cde702ec1ba84877234da33adce8a,2,0,0,2,reproduce.py,source,5,0,3,2,doc/help/settings.asciidoc,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171,3,0,1,2,qutebrowser/config/configtypes.py,source,2,0,1,1,qutebrowser/config/configtypes.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,4,0,0,4,qutebrowser/mainwindow/tabbedbrowser.py,source,4,0,0,4,qutebrowser/mainwindow/tabbedbrowser.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,1,0,0,1,,none,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-cc360cd4a34a126274c7b51f3b63afbaf3e05a02-v5fc38aaf22415ab0b70567368332beee7955b367,2,0,0,2,qutebrowser/utils/utils.py,source,2,0,0,2,qutebrowser/utils/utils.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-cf06f4e3708f886032d4d2a30108c2fddb042d81-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1,0,0,1,,none,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-e15d26630934d0b6415ed2295ac42fd570a57620-va0fd88aac89cde702ec1ba84877234da33adce8a,4,0,0,4,qutebrowser/browser/webengine/interceptor.py,source,3,0,1,2,qutebrowser/browser/shared.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,4,0,0,4,qutebrowser/components/braveadblock.py,source,3,0,0,3,qutebrowser/components/braveadblock.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-e64622cd2df5b521342cf4a62e0d4cb8f8c9ae5a-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,1,0,0,1,,none,1,0,0,1,,none
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-ebfe9b7aa0c4ba9d451f993e08955004aaec4345-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,0,0,3,qutebrowser/utils/qtlog.py,source,2,0,0,2,qutebrowser/utils/qtlog.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-ec2dcfce9eee9f808efc17a1b99e227fc4421dea-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271,2,0,1,1,qutebrowser/config/configdata.yml,config_doc,4,0,3,1,doc/help/settings.asciidoc,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-f7753550f2c1dcb2348e4779fd5287166754827e-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,6,0,0,6,qutebrowser/keyinput/basekeyparser.py,source,3,0,0,3,qutebrowser/keyinput/keyutils.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c,3,0,0,3,qutebrowser/utils/qtlog.py,source,3,0,0,3,qutebrowser/utils/log.py,source
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,2,0,0,2,qutebrowser/completion/models/miscmodels.py,source,6,0,4,2,doc/help/commands.asciidoc,config_doc
gpt-5-codex-debug-oct22,GPT-5D,instance_qutebrowser__qutebrowser-fea33d607fde83cf505b228238cf365936437a63-v9f8e9d96c85c85a605e382f1510bd08563afc566,5,2,0,3,qutebrowser/utils/qtutils.py,source,2,0,0,2,qutebrowser/utils/qtutils.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8-v30a923fb5c164d6cd18280c02422f75e611e8fb2,2,0,0,2,repro_union.py,source,3,0,1,2,lib/ansible/utils/vars.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-12734fa21c08a0ce8c84e533abdc560db2eb1955-v7eee2454f617569fd6889f2211f75bc02a35f9f8,3,0,0,3,lib/ansible/plugins/filter/core.py,source,3,0,1,2,lib/ansible/parsing/yaml/dumper.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,3,0,0,3,lib/ansible/template/__init__.py,source,3,0,0,3,lib/ansible/template/__init__.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-189fcb37f973f0b1d52b555728208eeb9a6fce83-v906c969b551b346ef54a2c0b41e04f632b7b73c2,2,0,0,2,lib/ansible/modules/net_tools/nios/nios_fixed_address.py,source,2,0,0,2,lib/ansible/modules/net_tools/nios/nios_fixed_address.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,2,0,0,2,repro_psrp_changes.py,source,2,0,1,1,lib/ansible/plugins/connection/psrp.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-1ee70fc272aff6bf3415357c6e13c5de5b928d9b-v1055803c3a812189a1133297f7f5468579283f86,2,0,0,2,repro.py,source,1,0,0,1,,none
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86,2,0,0,2,reproducer.py,source,4,0,3,1,docs/docsite/rst/porting_guides/porting_guide_2.10.rst,config_doc
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1-v0f01c69f1e2528b935359cfe578530722bca2c59,2,0,0,2,repro_cache_behavior.py,source,7,0,1,6,lib/ansible/parsing/dataloader.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e-v7eee2454f617569fd6889f2211f75bc02a35f9f8,4,0,0,4,lib/ansible/module_utils/common/locale.py,source,3,0,1,2,lib/ansible/module_utils/basic.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,4,0,0,4,repro_meraki.py,source,3,0,1,2,lib/ansible/module_utils/network/meraki/meraki.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-502270c804c33d3bc963930dc85e0f4ca359674d-v7eee2454f617569fd6889f2211f75bc02a35f9f8,2,1,0,1,repro_hostname_test.py,test,1,0,0,1,,none
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-5c225dc0f5bfa677addeac100a8018df3f3a9db1-v173091e2e36d38c978002990795f66cfc0af30ad,2,0,0,2,lib/ansible/plugins/strategy/__init__.py,source,3,0,1,2,lib/ansible/executor/play_iterator.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86,2,0,0,2,repro_password_lookup.py,source,1,0,0,1,,none
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-5e88cd9972f10b66dd97e1ee684c910c6a2dd25e-v906c969b551b346ef54a2c0b41e04f632b7b73c2,2,1,0,1,test/runner/run_pn_user_tests.py,test,1,0,0,1,,none
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-5f4e332e3762999d94af27746db29ff1729252c1-v0f01c69f1e2528b935359cfe578530722bca2c59,2,0,0,2,repro.py,source,2,0,1,1,lib/ansible/config/manager.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-622a493ae03bd5e5cf517d336fc426e9d12208c7-v906c969b551b346ef54a2c0b41e04f632b7b73c2,2,0,0,2,repro_icx_ping.py,source,1,0,0,1,,none
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4-v0f01c69f1e2528b935359cfe578530722bca2c59,2,0,0,2,repro_pkg_mgr.py,source,2,0,1,1,lib/ansible/module_utils/facts/system/pkg_mgr.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-77658704217d5f166404fc67997203c25381cb6e-v390e508d27db7a51eece36bb6d9698b63a5b638a,2,0,0,2,repro.py,source,1,0,0,1,,none
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2,1,0,0,1,,none,2,0,1,1,lib/ansible/plugins/connection/winrm.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86,2,0,0,2,repro_cve10691.py,source,2,0,1,1,lib/ansible/galaxy/collection.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-a6e671db25381ed111bbad0ab3e7d97366395d05-v0f01c69f1e2528b935359cfe578530722bca2c59,2,0,0,2,repro_aix_cpu.py,source,2,0,1,1,lib/ansible/module_utils/facts/hardware/aix.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59,2,0,0,2,repro_clixml.py,source,2,0,1,1,lib/ansible/plugins/shell/powershell.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f-v0f01c69f1e2528b935359cfe578530722bca2c59,2,0,0,2,lib/ansible/module_utils/common/validation.py,source,3,0,1,2,lib/ansible/module_utils/basic.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-e0c91af45fa9af575d10fd3e724ebc59d2b2d6ac-v30a923fb5c164d6cd18280c02422f75e611e8fb2,2,0,0,2,repro_env_lookup.py,source,4,0,1,3,lib/ansible/config/manager.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-e22e103cdf8edc56ff7d9b848a58f94f1471a263-v1055803c3a812189a1133297f7f5468579283f86,2,0,0,2,repro.py,source,2,0,1,1,lib/ansible/plugins/connection/winrm.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,2,0,0,2,repro_winrm_kinit.py,source,2,0,1,1,lib/ansible/plugins/connection/winrm.py,source
gpt-5-high-paper,GPT-5H,instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,2,0,0,2,repro_collection_loader_bug.py,source,1,0,0,1,,none
gpt-5-high-paper,GPT-5H,instance_internetarchive__openlibrary-09865f5fb549694d969f0a8e49b9d204ef1853ca-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,2,0,0,2,repro_new_toc.py,source,6,0,3,3,openlibrary/macros/TableOfContents.html,config_doc
gpt-5-high-paper,GPT-5H,instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,2,0,0,2,repro_remove_honorifics.py,source,1,0,0,1,,none
gpt-5-high-paper,GPT-5H,instance_internetarchive__openlibrary-123e6e5e1c85b9c07d1e98f70bfc480bc8016890-v2733ff199fb72f0d033a30dc62cb0a4742e3a7f4,2,0,0,2,scripts/affiliate_server.py,source,2,0,0,2,scripts/affiliate_server.py,source
gpt-5-high-paper,GPT-5H,instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,2,0,0,2,openlibrary/catalog/utils/__init__.py,source,3,0,0,3,openlibrary/catalog/add_book/match.py,source
gpt-5-high-paper,GPT-5H,instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,2,0,0,2,openlibrary/catalog/add_book/match.py,source,3,0,0,3,openlibrary/catalog/add_book/match.py,source
gpt-5-high-paper,GPT-5H,instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,3,0,0,3,openlibrary/catalog/merge/merge_marc.py,source,4,0,0,4,openlibrary/catalog/add_book/match.py,source
